trial,timestamp,x,y,duration
1,2259,1446.644103451559,633.5574634033401,38
1,2294,1404.6694948608265,660.2828294811933,35
1,2330,1341.921283210274,696.7668792916666,36
1,2365,1184.4353203261514,695.715801618032,35
1,2418,1043.3977287364114,739.6630568714155,53
1,2463,943.9410731202414,779.3491897993546,45
1,2506,834.0132110860702,754.646237929091,43
1,2544,821.1669033626852,741.7914111310662,38
1,2584,839.9225574109909,727.2620709989965,40
1,2597,806.3225841474384,683.1783216883956,13
1,2660,828.3008853280261,667.3847014682351,63
1,2696,848.326380672419,561.3169183577374,36
1,2738,873.385025165024,496.1394741077574,42
1,2783,938.4359961374382,510.72423772865454,45
1,2809,959.8205776728521,475.47308214109376,26
1,2890,944.8041112702706,449.6514771270145,81
1,2991,1181.5786497004578,466.99958532859785,101
1,3036,1223.4792781973895,523.0852402316079,45
1,3047,1229.6622844604572,574.2563782632748,11
1,3105,1245.3307810845918,462.0336849371136,58
1,3148,1217.9005913779524,389.6262449794675,43
1,3171,1251.9979481684052,423.64755574355,23
1,3221,1293.3857898132435,458.85812908678173,50
1,3258,1267.1065601166247,469.1140595062711,37
1,3314,1198.923028159007,440.8574535873544,56
1,3360,1088.9976128349242,389.63646002332734,46
1,3405,1102.507238453116,451.27242563257204,45
1,3429,1059.6797545193576,466.2488957284274,24
1,3481,1038.1094544723026,480.402478679356,52
1,3526,1027.1531341241514,478.918668911061,45
1,3566,990.1440930983142,462.57101630255175,40
1,3611,997.8179048338214,423.18086015689454,45
1,3624,996.195667787624,378.73668645957264,13
1,3679,1095.518302477234,384.3393887447758,55
1,3711,1192.231403083975,452.0624354285264,32
1,3734,1246.9068833478123,513.8935124214184,23
1,3752,1275.6625227602658,533.2938863884494,18
1,3841,1281.9603916444032,470.0945742108066,89
1,3914,1271.505710610817,419.66699191243856,73
1,3967,1184.5712545682545,433.61121671873684,53
1,4013,1180.2556339454545,418.9351362842895,46
1,4053,1161.004459904693,378.68096764420454,40
1,4078,1173.4066095568683,479.01288599914255,25
1,4110,1143.0944664230828,509.8534692698063,32
1,4144,1209.296847041225,540.8653818602289,34
1,4189,1129.3786775573415,550.0210825702081,45
1,4230,1076.3371717756027,548.7607331885322,41
1,4255,1073.5152838735748,616.9088632599282,25
1,4320,1100.421363472868,554.0347009266342,65
1,4345,1120.0726272642084,473.8883209995873,25
1,4398,1103.2682691141702,496.54245698765243,53
1,4430,1074.171196069323,476.4623663496558,32
1,4448,1045.7349730053274,501.6349670700288,18
1,4490,1080.2215390671424,508.94430026287387,42
1,4499,1106.772675851311,514.2576450672177,9
1,4534,1109.609668349344,534.175403052754,35
1,4612,1069.7470699262806,502.2219085959568,78
1,4648,1051.0992717729089,510.63596085136936,36
1,4688,1011.801988029193,521.7259427819478,40
1,4729,1017.9580844493757,548.7503837635064,41
1,4738,1068.8353883894974,599.9358387727816,9
1,4800,1103.2570261374779,608.1166168248775,62
1,4836,1070.5488868008745,619.04911490564,36
1,4904,1083.8874831149533,674.2946174038191,68
1,4956,1063.9921698963135,651.0372887368809,52
1,4990,1083.3415045660067,601.6903041621862,34
1,5013,1070.2117607253242,527.3448696497456,23
1,5086,1193.506225648826,397.4023189019847,73
1,5129,1252.3508090858777,316.0788175190621,43
1,5170,1309.9881175175642,278.6314185925713,41
1,5210,1466.3224189296204,323.15759808807894,40
1,5231,1479.3970367338256,383.72296623434784,21
1,5260,1452.2113149334143,411.3090534683488,29
1,5294,1451.274352679449,416.3296498396331,34
1,5332,1381.1434889136167,399.5107500178277,38
1,5369,1302.5879492974757,454.2971499586582,37
1,5412,1250.2119990723734,493.4669923238364,43
1,5434,1235.3705129229365,485.5817750159899,22
1,5481,1212.0957526215068,503.8309674170299,47
1,5502,1285.3336039771727,511.3097408170035,21
1,5558,1327.5287014381615,415.5299755039806,56
1,5603,1444.0433574810856,401.96141921375005,45
1,5639,1510.7207707110215,412.9418471222815,36
1,5659,1533.2268830922105,427.037670744618,20
1,5729,1447.053580776382,454.5510583555801,70
1,5768,1356.938869930134,427.7636671245113,39
1,5806,1277.73847905791,369.5873770955884,38
1,5865,1294.0328393755058,393.69526568733727,59
1,5920,1270.2709247939083,427.8077637849237,55
1,5953,1253.9539163032298,423.90556391171145,33
1,5978,1252.8760059119295,377.4779032482545,25
1,5997,1341.5125650904124,402.64665162819813,19
1,6061,1400.615044295863,408.97527331733096,64
1,6082,1389.3907621804858,398.6056584673573,21
1,6117,1306.3507823292236,415.29032839503265,35
1,6153,1232.5149554089312,421.007383258475,36
1,6187,1106.28137955207,464.10029115303803,34
1,6210,1194.7779643071672,464.8905181065489,23
1,6226,1224.1760365250514,450.344641421372,16
1,6257,1274.5949477428003,418.8503257689361,31
1,6291,1368.516714703299,360.6676134488838,34
1,6320,1328.8387533486928,295.20973461206194,29
1,6350,1327.8850103567095,336.6316409772415,30
1,6383,1312.2415941876998,375.8266583775042,33
1,6415,1299.3389655137903,361.00639659661425,32
1,6434,1323.7738126700174,401.5791162278052,19
1,6469,1317.089549332071,406.6417025392322,35
1,6501,1285.3845547528847,446.2649542995099,32
1,6550,1292.705293933424,463.1634798748776,49
1,6587,1307.3325336980606,420.2581916767697,37
1,6636,1287.780649260819,355.0649083869412,49
1,6661,1256.0096082455489,353.71638072747317,25
1,6704,1284.074583034806,374.6023829002033,43
1,6717,1344.8513312360992,413.5518464971801,13
1,6782,1374.1490245068298,401.2978276034688,65
1,6817,1381.8391561767276,391.33122560866974,35
1,6867,1398.2113201537557,370.0255094374735,50
1,6930,1361.558343780615,356.8460743149449,63
1,6970,1353.6409701500247,378.1575837141403,40
1,6981,1402.4819262081126,366.887379435096,11
1,7016,1420.6348676258694,360.0068557201141,35
1,7097,1336.3999577009263,391.29186709975494,81
1,7131,1253.5711320940086,400.6202998521575,34
1,7149,1297.1702334671065,421.6631305604794,18
1,7181,1475.8331301118903,428.1234854343092,32
1,7234,1530.1004536373978,428.80251403057827,53
1,7256,1508.3878859303702,419.28419323883224,22
1,7329,1395.1154295944607,430.54056621884655,73
1,7365,1319.7068092595027,488.9445642865083,36
1,7385,1232.4577872407406,475.52306016015297,20
1,7436,1258.845095477787,403.53279531257925,51
1,7477,1316.1281769487136,383.03645889814277,41
1,7516,1326.755281152983,354.499231609673,39
1,7558,1269.754593580363,329.63129997652476,42
1,7574,1229.5934438005775,315.71866251014745,16
1,7637,1301.8921375331693,368.74621655954115,63
1,7715,1354.5581526439196,395.2325760279931,78
1,7751,1430.8718794691458,387.6303047674515,36
1,7772,1431.6275581554783,331.9116674794187,21
1,7795,1343.280328101733,308.8363301150405,23
1,7902,1449.3697619842585,281.6646413331627,107
1,7952,1444.464846576339,302.7146329321474,50
1,7988,1424.7954677618889,313.4662335232261,36
1,7997,1391.7012234204067,331.3916797012661,9
1,8026,1381.3095381876838,365.3158543686067,29
1,8059,1386.7454714066891,406.41549583448545,33
1,8166,1389.1864947268514,421.22854514975427,107
1,8198,1344.266816914283,422.24137694184327,32
1,8201,1306.1390756339645,421.909459463661,3
1,8241,1296.7835165196552,427.9262448831421,40
1,8276,1290.1625674451484,432.17303527262123,35
1,8312,1244.4701384867544,435.468223946816,36
1,8344,1206.8339350255155,437.4860847983229,32
1,8382,1241.5452357430454,425.9180840810884,38
1,8414,1216.419308355516,420.67348145876156,32
1,8443,1250.4845616113807,403.5621296150403,29
1,8480,1278.831876460452,396.91994987629676,37
1,8511,1314.8652755144283,400.2839443548281,31
1,8542,1345.5949786989654,403.3507376466946,31
1,8576,1372.2380912382253,396.3926893353864,34
1,8605,1392.3494972475376,380.58117893582863,29
1,8650,1374.4114831893908,403.15611928246756,45
1,8680,1357.7435537481772,422.74927375909147,30
1,8706,1382.718046061102,429.4189088655074,26
1,8737,1403.465956486643,434.7226538325716,31
1,8776,1336.2569940825313,426.76837664748786,39
1,8800,1308.427695676301,429.503198891376,24
1,8845,1261.194408266771,445.4530710153215,45
1,8912,1245.2735402455812,463.7289825004814,67
1,8916,1224.7371641885536,465.69171990160635,4
1,8939,1208.7141864978832,466.6377428495056,23
1,8963,1303.1810413262704,459.46731770742076,24
1,8996,1310.7533414610866,498.60966020021755,33
1,9033,1298.3654667046874,480.7509129212821,37
1,9060,1287.5011119612675,464.6036503826197,27
1,9101,1219.827122005881,398.5380622151733,41
1,9127,1178.1245929073903,389.06097836726906,26
1,9161,1180.041571882069,402.3972782878157,34
1,9197,1215.890922203453,425.45504989584157,36
1,9229,1246.7843554124115,416.88034105426425,32
1,9263,1161.9257353937253,425.94934471962745,34
1,9291,1089.8074569464775,433.91502194858003,28
1,9326,1096.1701107487136,411.17534734243156,35
1,9364,1101.1524169536676,405.8977314148924,38
1,9395,1107.3612092571775,401.72802765755563,31
1,9427,1125.7453731803575,420.78827374360657,32
1,9458,1130.3164233920768,396.27418212675974,31
1,9492,1117.4111595745667,392.44273516268964,34
1,9529,1100.975609075327,386.19408828044664,37
1,9556,1094.7598935703134,415.5819180717825,27
1,9588,1153.4151201092454,439.18818593639014,32
1,9622,1102.3020969877139,378.00993775596197,34
1,9660,1102.5401542919976,356.3948315306898,38
1,9689,1108.8645184924635,326.59840864098743,29
1,9722,1032.5855228400887,364.1883223721717,33
1,9754,1025.6629220213763,392.1673572843098,32
1,9791,994.9238015877701,411.14936937030245,37
1,9822,1046.6754043444355,406.2405462578359,31
1,9909,1043.74430588055,397.99158993423646,87
1,9923,1123.5265741402964,391.2363923319889,14
1,9926,1191.9188231336716,385.40754133175665,3
1,9952,1251.808779438613,421.5846572800031,26
