
13,24793,444.1963369511981,254.6085827409953,244,,
13,25039,506.0740417950284,191.50496039619966,246,,
13,25514,516.007041752454,149.03526872708213,475,,
13,25767,534.4002480891035,70.90733436136748,253,,
13,26014,491.5468702949405,33.91334265899523,247,,
13,26251,519.0667961425614,100.06430621912446,237,,
13,26527,512.8252756631462,62.85570848774605,276,,
13,26804,562.9414296253555,203.69116542141532,277,,
13,27047,690.0898505789714,379.570868326648,243,low,015
13,27512,1123.7622687199178,423.2737104205669,465,high,012
13,27752,1016.7609475323078,433.57549155431326,240,high,012
13,28010,953.2322704959236,418.5972865735482,258,,
13,28252,961.6778676822613,449.0007655739795,242,high,012
13,28508,875.4915783803212,410.5206687494095,256,low,015
13,28773,897.008201450953,432.6661400961282,265,low,015
13,29060,837.6824907128098,481.77312120307204,287,low,015
13,29349,870.9559104233666,464.7371328904791,289,low,015
13,29610,916.2717450236438,459.9185417276223,261,low,015
13,30117,938.5302465564625,387.16519522921516,507,low,015
13,30354,948.7711147435888,390.7680368807393,237,low,015
13,30600,948.0836129122634,374.9772019612818,246,low,015
13,30857,986.2533228907971,390.20348113528763,257,high,012
13,31083,899.1573353924571,437.4417841415393,226,low,015
13,31529,957.2680561501911,381.05828801113745,446,,
13,31828,988.9330177227155,436.6374538448225,299,high,012
13,32121,1046.5562726767057,419.30227728511625,293,high,012
13,32386,1049.827033149641,426.3558471083519,265,high,012
13,32637,960.3462557415035,439.6345050718078,251,,
13,32900,1028.1564740908775,410.6928493602351,263,high,012
13,33139,1085.8855640393726,376.71468596015274,239,high,012
13,33365,927.8048399896703,419.6323595449951,226,low,015
13,33609,876.6283622172276,304.3217097505665,244,low,015
13,34077,785.7618624430554,266.2814159250452,468,low,015
13,34301,711.4294466906788,218.73876822387572,224,low,015
13,34501,875.2132679840065,269.2207112013151,200,low,015
13,34697,797.1645378041428,271.18620632245216,196,low,015
13,35148,798.4384870685989,261.89689903165464,451,low,015
13,35363,843.7150109934324,267.3820524615561,215,low,015
13,35603,900.2331815609107,290.465827090509,240,low,015
13,35842,739.5522267926614,150.76073225805743,239,,
13,36100,724.3656575923347,150.85666885990895,258,,
13,36679,731.9705472609695,172.61440222609957,579,,
13,36948,771.3912345592945,160.52283920645004,269,,
13,37212,648.7598556589091,70.98844055291943,264,,
13,37484,671.5370835747794,87.06997995763466,272,,
13,37763,661.4746628682338,74.1972672167672,279,,
13,38017,668.4001263464384,67.76810817680402,254,,
13,38297,655.8686733140587,16.03075641609448,280,,
13,38562,674.2057217281072,57.81237316506293,265,,
13,39083,627.6128179816491,-76.47398067030637,521,,
13,39332,667.2677731404453,19.870623566594823,249,,
13,39564,754.0184279726061,287.46456806007046,232,low,015
13,39812,724.988427613948,157.01329667818277,248,,
13,40086,653.3978991513447,85.83243585722289,274,,
