trial,timestamp,x,y,duration,image_type,image_id
1,185,-311.0294324916765,101.28394623025414,0,,
1,277,-159.1880017851074,98.62535054233,92,,
1,345,-79.40908150764407,83.3499301285699,68,,
1,394,-35.66161012876182,65.20107456093834,49,,
1,484,-41.548440367502764,10.815903960601542,90,,
1,552,-58.238344937766925,-19.994287131872515,68,,
1,616,-62.476434220083405,-18.907515550072734,64,,
1,687,-66.84138837682913,16.322000847634136,71,,
1,757,-95.25910857025664,47.67200649861468,70,,
1,821,-104.29116989354486,49.9992006699943,64,,
1,891,-94.7447229767892,92.26330907095851,70,,
1,958,-98.64671146010993,103.87534270252873,67,,
1,1025,-80.85496759886605,125.38868425026868,67,,
1,1091,-71.30396751825742,140.31321138065482,66,,
1,1159,-34.98105889194867,144.09842507533793,68,,
1,1229,-61.44246863807791,125.20832916344037,70,,
1,1292,-70.71290833780472,113.43438430998985,63,,
1,1356,-76.02515848930413,83.42038204497462,64,,
1,1429,-85.95462180987367,85.22680100882181,73,,
1,1495,-93.38987587705594,52.37944061482641,66,,
1,1561,-94.89476102475734,13.460843082354806,66,,
1,1627,-82.01892593834776,22.973750037631106,66,,
1,1693,-49.96252749917611,49.73220122549858,66,,
1,1765,-6.820667355760891,109.41491726944454,72,,
1,1841,33.132560396759345,169.59088066793745,76,,
1,1919,79.21366782100887,223.03187608868745,78,,
1,1986,104.16173605930831,266.415256591658,67,,
1,2034,161.77170697119834,285.6999584173355,48,,
1,2071,226.01336031891057,249.5715751504891,37,,
1,2187,368.15707084091224,247.72570215375322,116,,
1,2231,461.2726644911212,253.28185695211542,44,high,014
1,2284,501.26641279468896,219.58616505922927,53,high,014
1,2329,529.0381521637122,170.94161096712384,45,high,014
1,2411,538.7540502317493,139.64616257637562,82,,
1,2457,535.5015688210717,121.00225184767805,46,,
1,2573,525.6237406104874,112.84054043422057,116,,
1,2639,507.18553991265486,120.85774067204657,66,,
1,2703,506.048791404522,148.1380544949016,64,,
1,2747,491.8858004992123,231.34952294068884,44,high,014
1,2799,500.5007973068488,315.5877329869352,52,high,014
1,2862,498.4764509994817,331.8560460656379,63,high,014
1,2927,502.27807611399834,320.79179153213727,65,high,014
1,2994,518.5196418545625,302.7433978428557,67,high,014
1,3066,525.8761936881951,275.3754222264351,72,high,014
1,3135,542.8393960958248,240.21744749636906,69,high,014
1,3201,538.7402775920123,233.2607808101464,66,high,014
1,3266,523.8402652823104,236.11723190959646,65,high,014
1,3328,507.9654732742165,267.8046459076915,62,high,014
1,3393,481.00327750721095,277.184083662321,65,high,014
1,3456,440.1865569135446,262.9508850335538,63,high,014
1,3520,420.34546516373473,311.44430365462176,64,high,014
1,3583,370.7020956812993,403.05164654896095,63,,
1,3629,367.63162021478075,498.37302826876686,46,,
1,3721,363.3504751035923,553.0959332462935,92,,
1,3774,337.27626253408965,565.4703942133857,53,,
1,3835,337.6033375257568,535.4986697893764,61,,
1,3913,315.96112072874683,461.6142439494968,78,,
1,3984,324.5063639696787,471.44743446776147,71,,
1,4059,342.83073214461,481.5242878886842,75,,
1,4150,332.94663606021413,468.6823369546296,91,,
1,4271,342.9364711044416,414.9543218364797,121,,
1,4326,378.7601263660226,243.64589839290602,55,,
1,4389,298.52785551817817,-20.861307139002278,63,,
1,4462,91.3574700951048,-239.96640527832554,73,,
1,4540,-80.8333085390363,-346.08614369279775,78,,
1,4588,-184.8825387507328,-365.0059316648004,48,,
1,4732,-200.3037240411373,-327.48968964951456,144,,
1,4803,-216.48481306276935,-301.22420494733757,71,,
1,4877,-235.43978112450426,-293.7964833755794,74,,
1,4956,-223.46705027291603,-286.7149281405103,79,,
1,5006,-156.4161039089264,-253.71319645528408,50,,
1,5040,-49.14057775670158,-188.0509457408047,34,,
1,5130,80.19010899006341,-108.8614981732841,90,,
1,5194,195.2518203870979,-47.145898067218006,64,,
1,5246,267.1671230510837,-23.419150471274115,52,,
1,5371,275.5546858383328,-61.600920803409025,125,,
1,5440,285.36201469308344,-50.74063910560771,69,,
1,5509,291.5759912360517,-15.075118126600493,69,,
1,5575,287.33577374154083,-36.28458035503843,66,,
1,5643,278.1822942514153,-49.54314009587754,68,,
1,5710,280.6879527886397,-48.89106956838829,67,,
1,5775,324.1523266598884,-23.38863062069399,65,,
1,5837,369.04878427616313,6.237352647058287,62,,
1,5902,449.6075509578354,64.20408912551653,65,,
1,5944,504.6119067815581,99.3177265185701,42,,
1,5993,525.3090363355601,117.56632197191453,49,,
1,6054,509.44223104834447,94.19429194666242,61,,
1,6096,481.0612799886869,65.9520514611201,42,,
1,6177,370.985645314468,6.392031024416397,81,,
1,6222,290.81592839619776,-31.84465603962832,45,,
1,6350,302.2510777851344,-18.137531210217055,128,,
1,6408,384.46816782343086,29.32339971433174,58,,
1,6470,445.8058471969829,63.32249273573062,62,,
1,6540,452.5003780546504,101.62626859028461,70,,
1,6613,481.8592201620269,179.91946841806768,73,high,014
1,6684,509.619271418388,259.639965816978,71,high,014
1,6735,518.1395857029074,320.20943475530595,51,high,014
1,6870,511.3000515727195,351.70057899734775,135,high,014
1,6944,484.0799382858107,378.0097048733625,74,low,007
1,7056,449.2045732215198,390.68714357732665,112,low,007
1,7146,432.18068766662395,378.3382815362717,90,low,007
1,7233,477.3005495214934,370.7362813187944,87,,
1,7312,594.3839135286385,376.1794908613644,79,,
1,7393,654.7635447470319,348.91855344235546,81,low,015
1,7469,679.7715828832629,294.879281486524,76,low,015
1,7521,604.1588753331405,263.5653028559247,52,high,014
1,7579,534.0337166838099,257.6347893354895,58,high,014
