trial,timestamp,x,y,duration,image_type,image_id
1,123,491.87861161511427,486.97082434066004,0,,
1,232,466.0723696379112,516.4529591491247,109,,
1,326,475.7594206167402,540.9782244922003,94,,
1,407,476.0358352584512,552.7405643751099,81,,
1,468,488.6767007412975,550.8209038809899,61,,
1,543,488.075428864269,535.6691390514735,75,,
1,589,490.5866224388562,521.8263420308884,46,,
1,745,488.98846957327453,512.5320078181481,156,,
1,838,486.00374741761215,503.15253135602916,93,,
1,917,501.7024765840481,472.75358532585756,79,,
1,979,503.9577684104396,467.26272618333655,62,,
1,1056,496.96712341857426,467.6447762076869,77,,
1,1173,491.1055302613283,476.61879924524726,117,,
1,1284,497.3955982728488,475.6353555045425,111,,
1,1424,497.94578602061387,464.4403720518782,140,,
1,1484,472.74816925925325,427.5000824563371,60,,
1,1574,469.2438450622758,371.4455003665615,90,,
1,1664,475.2202030376704,346.3829576599915,90,,
1,1737,494.87735751542874,327.4223190578004,73,,
1,1887,469.07027457380013,325.21362374075443,150,,
1,1958,474.7921450632517,317.59551759928655,71,,
1,2004,479.0438038073314,311.00512524783574,46,,
1,2151,420.43523443561867,317.4116915114682,147,,
1,2196,431.8405330304692,345.16610642833604,45,,
1,2298,428.83608034764023,342.57537768244686,102,,
1,2373,457.5231752258535,331.6175008939097,75,,
1,2518,464.1307314442268,333.87183277308964,145,,
1,2561,438.8183207867164,342.0343251115624,43,,
1,2664,480.3770318349285,348.662558159042,103,,
1,2734,435.09942866334666,357.86970301188643,70,,
1,2837,435.89759532133087,342.99513155008964,103,,
1,2928,437.831622079831,328.619056412179,91,,
1,3001,438.7528864709372,319.15401121553424,73,,
1,3087,475.1410420154626,354.10747510721825,86,,
1,3215,547.9767618332767,379.84887019125466,128,,
1,3259,581.3496306299718,416.1346236312539,44,,
1,3386,622.4245595065628,393.18424556600405,127,high,007
1,3429,589.4847433065361,380.06172826938314,43,,
1,3554,556.3553357537266,371.1572288612946,125,,
1,3609,496.9592696887392,353.3065479980779,55,,
1,3681,477.39915456717523,323.85368714683466,72,,
1,3780,458.2609409514592,294.3357249175923,99,,
1,3872,443.3933399177575,274.5013184348437,92,,
1,3959,439.5536096973627,261.01577179467347,87,,
1,4049,474.3823648587353,278.27738224543646,90,,
1,4197,473.3821068934383,297.953714306636,148,,
1,4271,464.50228680028465,303.9301278688014,74,,
1,4316,447.6367503645862,317.76418782676944,45,,
1,4449,419.9458311149641,311.93270065605725,133,,
1,4508,427.98597891296237,303.32134134536324,59,,
1,4581,398.61908150396266,295.33277127983285,73,,
1,4715,415.1264332028912,290.7649565495222,134,,
1,4776,442.0831069307675,285.1350219882053,61,,
1,4848,451.669245292388,282.65422061819584,72,,
1,4964,454.5127083436353,253.3471433099657,116,,
1,5037,430.11861797432226,214.05254986040376,73,,
1,5140,441.6205235103412,197.4180680870224,103,,
1,5228,447.4631562729421,183.38936856498287,88,,
1,5305,463.9473579344121,177.88161347124853,77,,
1,5458,471.4732742247096,189.47959861124184,153,,
1,5534,435.9585397676883,184.39026721636924,76,,
1,5580,387.8994729007778,192.24478564747776,46,,
1,5731,346.0610308179538,216.43217815138803,151,,
1,5807,331.2611442315351,211.8426993312123,76,,
1,5867,331.6586299094398,233.8281723501557,60,,
1,5957,381.63018336412927,229.35794908178528,90,,
1,6032,416.434988108302,242.1045148650336,75,,
1,6138,455.5083747348035,254.87317631354423,106,,
1,6227,481.85270689838654,265.5587173288742,89,,
1,6320,481.45256423626375,255.64955257879674,93,,
1,6394,476.6619542339623,250.0639346193827,74,,
1,6551,471.5859853693906,244.50784208527793,157,,
1,6638,438.64379167280066,252.67049926642937,87,,
1,6703,409.1035674947313,266.6070793641986,65,,
1,6799,424.9580452172336,281.6126970299157,96,,
1,6889,435.50947738380756,283.36546466597173,90,,
1,6963,438.1917226605546,283.9638697515691,74,,
1,7022,434.20932820776113,292.1222400849881,59,,
1,7108,430.89671811717466,305.61374241902024,86,,
1,7181,464.9454508761811,320.6763360039062,73,,
1,7288,457.01837903396853,317.7544304122377,107,,
1,7395,440.39810160983814,321.4587715225856,107,,
