trial,timestamp,x,y,duration,image_type,image_id
1,72,956.4881077756373,79.21865266414588,0,,
1,118,963.9504882337635,90.93680103497427,46,,
1,199,942.9390360361672,91.8969938936192,81,,
1,248,933.6928082514656,87.089545103735,49,,
1,277,918.3249529423656,91.65277958705997,29,,
1,315,926.3390408101761,90.95557944787086,38,,
1,375,908.5482507975519,134.75997207156217,60,,
1,415,907.2704794738853,123.3990489153037,40,,
1,439,899.0511336953821,139.86792249434095,24,,
1,488,885.3106208768891,169.1016324093124,49,,
1,568,909.4515666883894,157.1254607004651,80,,
1,614,923.1505416984583,141.98519115365804,46,,
1,641,931.42693169093,121.68113935409804,27,,
1,675,937.1647087845244,126.46911195808818,34,,
1,722,957.3709756248605,100.56130148269997,47,,
1,778,972.1929467536771,61.80997214396119,56,,
1,825,962.2125814261221,40.94444489448076,47,,
1,872,949.4158886401688,10.12684518743562,47,,
1,899,952.0878593285511,14.666910237862856,27,,
1,957,951.0305969179274,29.068612649797316,58,,
1,1002,952.0961540876744,36.64142020112424,45,,
1,1080,948.8492714526038,35.556273252642086,78,,
1,1126,946.2814850173993,31.603721031696367,46,,
1,1164,964.3151205243345,55.66203697083235,38,,
1,1212,978.7532124531078,59.77824834610119,48,,
1,1290,971.4779972358565,68.02941610157716,78,,
1,1335,970.6870776476312,69.38828911186911,45,,
1,1361,970.3239677627089,79.69670390314523,26,,
1,1394,969.3400623064741,88.99362757070494,33,,
1,1466,972.2102885209621,85.24186375507536,72,,
1,1488,960.5100690149471,104.88823847795226,22,,
1,1534,953.206213218582,71.14570414945729,46,,
1,1580,946.3941742819347,79.51721769727683,46,,
1,1660,942.5733581726597,95.25275035590094,80,,
1,1707,935.1129357810568,92.20686751533196,47,,
1,1740,936.3862891794432,87.75013803274717,33,,
1,1806,953.9263493209478,108.72944161028441,66,,
1,1829,929.8211338331109,129.6379840135732,23,,
1,1874,893.734607304652,194.43181995654678,45,,
1,1931,885.33401218893,196.6086863086666,57,,
1,1979,901.4922840398998,178.2515085922725,48,,
1,2025,918.1854076070789,150.49375349035785,46,,
1,2052,933.4808450069391,141.0851731389234,27,,
1,2097,922.5875517342778,167.49755879536897,45,,
1,2153,924.4097160996042,173.51310633337621,56,,
1,2198,927.6889557280085,184.09310955517802,45,,
1,2245,925.042094872076,177.91412272021208,47,,
1,2291,916.4415284583398,203.04080572027232,46,,
1,2369,910.0373266747185,223.29849264211322,78,,
1,2408,887.372633847929,254.34996297946816,39,,
1,2440,873.2241826916874,247.6083637510857,32,,
1,2476,873.296516524854,230.45224949254919,36,,
1,2535,873.5564492597817,220.32803829914312,59,,
1,2592,853.4289245116726,243.6513019862781,57,,
1,2615,828.0355907414337,252.88863433756836,23,high,003
1,2661,866.1830686280615,218.70417978556222,46,,
1,2716,893.0156653902819,207.68055071566778,55,,
1,2753,920.289458824073,169.3199872715583,37,,
1,2821,867.8459151148805,236.87748460792454,68,,
1,2845,848.8089640693223,275.10739942870526,24,,
1,2893,818.3915064438719,295.79501679830014,48,high,003
1,2952,799.4041190319062,306.7642115188683,59,high,003
1,2997,841.8787792902542,268.31175469413995,45,,
1,3044,851.5304104087098,267.40242243208183,47,,
1,3073,837.3635588085143,280.192882223674,29,,
1,3128,760.6365769105461,304.3431885414489,55,high,003
1,3183,764.8009847869126,308.53674674324947,55,high,003
1,3234,779.4933765296196,284.36657755568746,51,high,003
1,3288,771.4534987222424,277.66258023317937,54,high,003
1,3314,782.482249829968,266.07197042307695,26,high,003
1,3379,730.8233894403212,335.71447523915094,65,,
1,3424,746.7358747818502,337.75481863481673,45,,
1,3462,726.5285588739648,361.52810158709383,38,low,004
1,3497,716.5189204693185,366.2604248860158,35,low,004
1,3533,749.8659931428326,332.3620373950266,36,,
1,3593,740.0504849729157,365.5918869270076,60,low,004
1,3650,729.4133763068213,330.7313079521207,57,,
1,3664,758.9856007825123,325.71249741290563,14,high,003
1,3696,762.4639325826234,348.7921333839185,32,low,004
1,3743,755.5498538548475,374.03430888856013,47,low,004
1,3791,731.8015278319546,388.02119443143295,48,low,004
1,3868,748.3937129021726,380.8143605018735,77,low,004
1,3913,756.606526182283,392.623660396133,45,low,004
1,3939,768.0293176350342,357.45041021694954,26,low,004
1,3971,761.8834611617273,368.3711053079205,32,low,004
1,4016,796.3255714364144,332.71115759546615,45,,
1,4069,773.3037220051281,333.95441309933915,53,,
1,4105,792.8274474065926,288.16038724511867,36,high,003
1,4173,798.4759466519944,306.5491028475779,68,high,003
1,4187,782.9994511083931,323.53888329608185,14,high,003
1,4234,736.2283156522649,409.27115367919953,47,low,004
1,4290,730.0978349789256,363.24197787576014,56,low,004
1,4334,709.1139940810698,356.203325975113,44,low,004
1,4415,715.4628715316268,377.0985155189967,81,low,004
1,4459,715.8344362232159,427.54531537649603,44,low,004
1,4496,715.3631046770723,407.4030687499262,37,low,004
1,4545,698.5690554437467,398.40746344235566,49,low,004
1,4632,716.5571466592321,392.82245405002624,87,low,004
1,4674,741.37962984375,389.94057511476734,42,low,004
1,4696,752.100288356796,390.18455022357625,22,low,004
1,4741,787.0375902296668,358.2732894175936,45,low,004
1,4819,768.6976831098664,344.3412403016422,78,low,004
1,4862,780.4692746609285,361.19304571795146,43,low,004
1,4888,807.4011615677844,321.33769150634646,26,high,003
1,4920,809.4619312881109,288.4247873203709,32,high,003
1,4967,814.3523392280948,309.77657526027144,47,high,003
1,5015,804.8609281166341,294.7127195467831,48,high,003
1,5094,790.7729574300486,289.76277391766695,79,high,003
1,5140,794.2107911058897,253.01896623177714,46,high,003
1,5169,780.6093439062769,257.7867091595002,29,high,003
1,5222,811.1627784648508,273.14816957489256,53,high,003
1,5236,817.7953509255074,284.3400528555593,14,high,003
1,5291,855.0318262131756,225.86491728960618,55,,
1,5305,877.9621622858772,192.9835822525813,14,,
1,5352,838.6009936377033,242.24110666800186,47,,
1,5408,864.5663523760425,192.3123580758064,56,,
1,5465,894.4263977668934,179.16967636687357,57,,
1,5510,914.702392678126,164.3377235746998,45,,
1,5555,922.0716403752322,177.08131542520783,45,,
1,5582,896.1280222451786,214.15748485972813,27,,
1,5630,876.9921775207579,220.03364938212277,48,,
1,5660,858.2642730804042,217.09076936859793,30,,
1,5739,864.3268971251576,196.09005302173213,79,,
1,5783,844.949718154234,202.95785367531593,44,,
1,5821,857.8739334961635,188.39088365396887,38,,
1,5845,849.7332257080401,199.0005075249667,24,,
1,5891,797.9868213915129,284.64967296313955,46,high,003
1,5939,822.9227108027916,269.18132939879524,48,high,003
1,5985,792.2566645470423,347.82485133210804,46,low,004
1,6032,789.1414403856481,355.0938836138505,47,low,004
1,6110,788.8081075220398,361.6724754044024,78,low,004
1,6151,765.7112568144984,369.0443085261396,41,low,004
1,6180,772.6309510735648,347.92170557938095,29,low,004
1,6239,771.2807726601059,331.4051202124801,59,,
1,6272,778.8922841630796,336.555341762863,33,,
1,6350,815.80765517446,325.5254917522322,78,high,003
1,6397,807.9807202849811,325.5803953014593,47,high,003
1,6444,780.6326971402655,361.56094156729006,47,low,004
1,6471,732.6667472882336,376.83050584265845,27,low,004
1,6518,693.1243093714901,407.65736986326397,47,low,004
1,6573,701.8383725458358,402.97788515757514,55,low,004
1,6617,705.4189259870053,393.78740791281126,44,low,004
1,6695,704.4691426188707,410.6434738076928,78,low,004
1,6742,687.5584923577607,459.5047704248922,47,low,004
1,6779,676.1237146105469,432.4418494282654,37,low,004
1,6825,683.4253207410226,474.9646868564874,46,low,004
1,6881,713.9366387564326,445.39968050847534,56,low,004
1,6927,708.7552395615359,494.1937135642349,46,low,004
1,6962,694.6287206445953,536.6605683420959,35,,
1,6996,689.9698132854728,487.49961578285416,34,low,004
1,7033,656.6921122254354,501.3533002636285,37,low,004
1,7092,593.2039130007543,496.32986414920185,59,high,017
1,7144,548.5433473957831,474.92035245677994,52,high,017
1,7168,517.7986036181636,487.9813954310357,24,high,017
1,7214,501.52971998345174,494.70251476189543,46,high,017
1,7261,503.7565167490272,488.7580995165365,47,high,017
1,7329,507.05179513590065,495.47620284142596,68,high,017
1,7375,528.679636115388,486.9217325013751,46,high,017
1,7423,510.90221219745337,482.30214517187716,48,high,017
1,7489,528.1220388808275,464.3273603427208,66,high,017
1,7520,556.0310022606535,514.5937865328585,31,high,017
1,7547,545.8276534886178,498.19940864527877,27,high,017
1,7608,554.4152712093215,479.89473041290546,61,high,017
1,7650,548.3790440884834,443.86247444176655,42,high,017
1,7729,473.09651948748876,393.28380095857534,79,high,017
1,7752,410.73640753648226,371.21721701647994,23,,
1,7810,399.2813733134133,299.8709009008327,58,,
1,7856,373.43867646817597,274.5162088687262,46,,
1,7903,384.12081446710266,277.45637688860273,47,,
1,7930,435.27206473216563,268.7192018477938,27,low,007
1,7964,483.35848778570875,333.023888760432,34,,
1,8010,553.6558531530383,368.31922290479486,46,high,017
1,8082,675.0370839430344,388.0936130616526,72,low,004
1,8104,699.4569055579173,399.04810316406264,22,low,004
1,8128,728.474972798068,364.9614998903049,24,low,004
1,8142,756.9774463742432,413.432614041851,14,low,004
1,8175,800.1405907535701,379.11011940957263,33,low,004
1,8188,799.9584498255772,391.86995324888767,13,low,004
1,8216,830.1559527277456,351.6458603384275,28,low,004
1,8246,821.2265603880625,360.3923870358023,30,low,004
1,8280,821.5908725039185,327.47126813424245,34,high,003
1,8314,817.0789560671437,292.93445146366787,34,high,003
1,8346,842.2505247195681,243.9333740336765,32,,
1,8377,859.2530051911597,229.69170287357133,31,,
1,8412,852.625867903949,204.5486974779632,35,,
1,8445,888.6977523967499,182.65779890878417,33,,
1,8478,893.9172436152957,160.7997620203458,33,,
1,8509,909.6712609509984,146.10624037241956,31,,
1,8544,921.9970500995901,134.6828846259575,35,,
1,8576,919.6049339796916,125.70629113697537,32,,
1,8610,942.6878911793247,125.49857066031865,34,,
